country,protected_area_name,wdpa_name,region_id,plan_year,title_en,title_es,url
Ecuador,Refugio de Vida Silvestre El Zarza,El Zarza,199d12d6-ba20-4a0b-ae90-e2e89f1f2bcc,Plan de Manejo 2005,Management Plan for El Zarza Wildlife Refuge,Plan de Manejo del Refugio de Vida Silvestre El Zarza,http://suia.ambiente.gob.ec/documents/10179/242256/48+PLAN+DE+MANEJO+EL+ZARZA.pdf/4f10e04a-fbfe-498a-8ae4-359c0f425c96
Ecuador,Refugio de Vida Silvestre Isla Corazón y Fragatas,Islas Corazón y Las Islas Fragatas,6978d37d-603d-429d-97da-e60256ff959f,Plan de Manejo 2014,Management Plan for Isla Corazón y Fragatas Wildlife Refuge,Pland de Manejo del Refugio de Vida Silvestre Isla Corazón y Fragatas,http://maetransparente.ambiente.gob.ec/documentacion/Biodiversidad/Documentos/PLAN%20DE%20MANEJO-%20REVISICOF-02-09-2014-ACTUALIZADO.pdf
Ecuador,Refugio de Vida Silvestre Isla Santa Clara,Isla Santa Clara,dc0874b8-413f-4fd2-ade0-38ba7c610858,Plan de Manejo 2009 ,Management Plan for Isla Santa Clara Wildlife Refuge,Plan de Manejo del Refugio de Vida Silvestre Isla Santa Clara,http://suia.ambiente.gob.ec/documents/10179/242256/22+PLAN+DE+MANEJO+ISLA+SANTA+CLARA.pdf/15c8eb9a-6001-4bfb-b660-d8d518040c95
Ecuador,Refugio de Vida Silvestre Manglares El Morro,Manglares el Morro,2c9586b7-4833-4cff-b55c-62943e78fc40,Plan de Manejo 2010,Management Plan for Manglares El Morro Wildlife Refuge,Plan de Manejo del Refugio de Vida Silvestre Manglares El Morro,http://suia.ambiente.gob.ec/documents/10179/242256/21+PLAN+DE+MANEJO+MORRO.pdf/641cd58c-5c57-4695-bcb5-0aff93c2db7a
Ecuador,Refugio de Vida Silvestre Marina y Costero Pacoche,Pacoche,11804ae5-47cc-4abb-bf54-f649d445298e,Plan de Manejo 2009 - 2014,Management Plan for Pacoche Marine and Coastal Wildlife Refuge,Plan de Manejo del Refugio de Vida Silvestre Marina y Costero Pacoche,http://suia.ambiente.gob.ec/documents/10179/242256/11+PLAN+DE+MANEJO+PACOCHE.pdf/0f2534aa-bb52-4ca6-b4b2-9d63502c32dc
Ecuador,Reserva Biológica Limoncocha,Limoncocha,025daf21-9fee-423d-84d9-0155c9ae5d02,Plan de Manejo 2011,Management Plan for Limoncocha Biological Reserve,Plan de Manejo de la Reserva Biológica Limoncocha,http://suia.ambiente.gob.ec/documents/783967/890928/Plan+de+manejo+de+la+Reserva+Limoncocha.pdf/bf9eb887-e71f-4d35-bb0a-019fc8ac9432
Ecuador,Reserva de Producción de Fauna Chimborazo,Chimborazo,638bb365-10d2-433e-b406-9d6ff307e9d2,Plan Gerencial 2006-2008,Management Plan for Chimborazo Fauna Production Reserve,Plan Gerencial de la Reserva de Producción de Fauna Chimborazo,http://suia.ambiente.gob.ec/documents/10179/242256/35+PLAN+DE+MANEJO+CHIMBORAZO.pdf/d116d0db-aefc-477b-8188-f4a627af486d
Ecuador,Reserva de Producción de Fauna Cuyabeno,Cuyabeno,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d,Plan de Manejo 2012,Management Plan for Cuyabeno Fauna Production Reserve,Plan de Manejo de la Reserva de Producción de Fauna Cuyabeno,http://suia.ambiente.gob.ec/documents/10179/242256/43+PLAN+DE+MANEJO+CUYABENO+RPF+Cuyabeno.pdf/7b5b2945-52c8-4dec-bb0d-bfc8784cb23b
Ecuador,Reserva de Producción de Fauna Manglares El Salado,Manglares el Salado,9ea2db37-564e-4257-b9f3-028661890cc9,Plan de Manejo,Management Plan for Manglares El Salado Fauna Production Reserve,Plan de Manejo de la Reserva de Producción de Fauna Manglares El Salado,http://suia.ambiente.gob.ec/documents/10179/242256/17+PLAN+DE+MANEJO+EL+SALADO+RPF+Manglares+El+Salado.pdf/787cacbe-391d-45b2-b469-3bedddabc02d
Ecuador,Reserva de Producción de Fauna Marino Costera Puntilla de Santa Elena,Puntilla de Santa Elena,ab90cd2c-4ef7-4118-a037-38d7717fba99,Plan de Manejo 2009 ,Management Plan for Puntilla de Santa Elena Fauna Production Reserve,Plan de Manejo de la Reserva de Producción de Fauna Marino Costera Puntilla de Santa Elena,http://suia.ambiente.gob.ec/documents/10179/242256/14+PLAN+DE+MANEJO+SANTA+ELENA+PUNTILLA+SANTA+ELENA.pdf/c7711758-e6b0-4ea7-8a84-ae74e3446bd3
Ecuador,Reserva Ecológica Antisana,Antisana,a06d3e3a-847d-479c-872b-2fbfcb62644e,Plan de Manejo 2002,Management Plan for Antisana Ecological Reserve,Plan de Manejo de la Reserva Ecológica Antisana,http://suia.ambiente.gob.ec/documents/10179/242256/28+PLAN+DE+MANEJO+ANTISANA.pdf/c648cb13-956f-4861-965d-9dbca5662ae6
Ecuador,Reserva Ecológica Arenillas,Arenillas,791f37ae-4a56-4d37-aa52-194de7295251,Plan de Manejo 2015,Management Plan for Arenillas Ecological Reserve,Plan de Manejo de la Reserva Ecológica Arenillas,http://maetransparente.ambiente.gob.ec/documentacion/Biodiversidad/PLAN%20DE%20MANEJO%20REAr%202015.pdf
Ecuador,Reserva Ecológica Cayapas Mataje,Manglares Cayapas Mataje,d3fdebbe-beb5-4020-a2a6-5b16ac08b9b6,Plan de Manejo 2008,Management Plan for Cayapas Mataje Ecological Reserve,Plan de Manejo de la Reserva Ecológica Cayapas Mataje,http://suia.ambiente.gob.ec/documents/10179/242256/03+PLAN+DE+MANEJO+CAYAPAS+MATAJE.pdf/300e86f9-31ef-492a-8b3f-da397583949c
Ecuador,Reserva Ecológica Cofán Bermejo,Cofán Bermejo,00fe1bd5-4697-4f28-9b64-fce6ba3c08cc,Plan de Manejo 2007,Management Plan for Cofán Bermejo Ecological Reserve,Plan de Manejo de la Reserva Ecológica Cofán Bermejo,http://suia.ambiente.gob.ec/documents/10179/242256/41+PLAN+DE+MANEJO+COFAN+BERMEJO.pdf/79f46799-7e80-44e3-a6c1-8da9792221a8
Ecuador,Reserva Ecológica Cotacachi-Cayapas,Cotacachi Cayapas,7e3f7cb0-f7f5-4a40-9a18-6b0e0ece32df,Plan de Manejo 2007,Management Plan for Cotacachi-Cayapas Ecological Reserve,Plan de Manejo de la Reserva Ecológica Cotacachi-Cayapas,http://suia.ambiente.gob.ec/documents/10179/242256/25+PLAN+DE+MANEJO+COTACACHI+CAYAPAS.pdf/72c5f641-6573-4f6d-94b5-fd3b6df6227c
Ecuador,Reserva Ecológica El Ángel,El Ángel,1f15e9af-6180-43bd-8cae-8f7dc26c4f10,Plan de Manejo 2015,Management Plan for El Ángel Ecological Reserve,Plan de Manejo de la Reserva Ecológica El Ángel,http://suia.ambiente.gob.ec/documents/10179/242256/24+PLAN+DE+MANEJO+EL+ANGEL.pdf/134234ba-a47d-459c-956b-37b0155df002
Ecuador,Reserva Ecológica Los Ilinizas,Los Ilinizas,6f2743f9-1a0a-4e1a-bc49-3a3450be9cf9,Plan de Manejo 2008,Management Plan for Los Illinizas Ecological Reserve,Plan de Manejo de la Reserva Ecológica Los Ilinizas,http://suia.ambiente.gob.ec/documents/10179/242256/30+PLAN+DE+MANEJO+ILINIZAS.pdf/a4b31f30-95a5-43e9-8875-c51258f08b4d
Ecuador,Reserva Ecológica Mache Chindul,Mache Chindul,a02c9a83-8055-4a2a-b9ed-eb111fbcbf43,Plan de Manejo 2005 - 2010,Management Plan for Manche Chindul Ecological Reserve,Plan de Manejo de la Reserva Ecológica Mache Chindul,http://suia.ambiente.gob.ec/documents/10179/242256/09+PLAN+DE+MANEJO+CHINDUL.pdf/aeb58b23-f095-4514-8213-c69b95b0f18c
Ecuador,Reserva Ecológica Manglares Cayapas Mataje ,Manglares Cayapas Mataje,d3fdebbe-beb5-4020-a2a6-5b16ac08b9b6,Plan de Manejo 2014,Management Plan for Manglares Cayapas Mataje Ecological Reserve,Plan de Manejo de la Reserva Ecológica Manglares Cayapas Mataje ,http://maetransparente.ambiente.gob.ec/documentacion/Biodiversidad/PLAN_MANEJO_REMACAM_2015-2.pdf
Ecuador,Reserva Ecológica Manglares Churute ,Manglares Churute,4a8ac036-631b-4092-9c5b-78c8ac544521,Plan de Manejo 1996,Management Plan for Manglares Churute Ecological Reserve,Plan de Manejo de la Reserva Ecológica Manglares Churute ,http://suia.ambiente.gob.ec/documents/10179/242256/20+PLAN+DE+MANEJO+CHURUTE.pdf/afc3a934-1b6c-443b-b790-b17dc0fd668f
Ecuador,Reserva Geobotánica Pululahua,Pululahua,140ebba9-1874-46eb-8181-928f7294e117,Plan de Manejo 2011,Management Plan for Pululahua Geobotanical Reserve ,Plan de Manejo de la Reserva Geobotánica Pululahua,http://suia.ambiente.gob.ec/documents/10179/242256/26+PLAN+DE+MANEJO+PULULAHUA+2+Plan+Pululahua+final+editado+mayo+2011.pdf/8fe57537-8426-4890-9079-928bedcf12e1
Ecuador,Reserva Marina de Galápagos,Galápagos,f2dc005f-e7f2-445e-bf06-5b3dff80e60b,Plan de Manejo 1998,Management Plan for Galápagos Marine Reserve,Plan de Manejo de la Reserva Marina de Galápagos,http://suia.ambiente.gob.ec/documents/10179/242256/01+PLAN+DE+MANEJO+GALAPAGOS.pdf/5f23fd2f-cdf5-4555-be45-6cec04b75ff4
Colombia,Área Natural Única Los Estoraques,Los Estoraques,a5af7501-56cd-45d9-a166-a5e0691c1016,Plan Manejo 2017,Management Plan for Los Estoraques Natural Area,Plan de Manejo del Área Natural Única Los Estoraques,https://storage.googleapis.com/pnn-web/uploads/2018/06/PM-Estoraques-septiembre-21-2017.pdf
Colombia,Parque Nacional Naural Complejo Volcánico Doña Juana Cascabel,Complejo Volcanico Doña Juana Cascabel,a4c243b0-f4b7-4f0d-bb7b-ea410f5f310c,Plan de Manejo 2008 - 2013,Management Plan for Complejo Volcánico Doña Juana Cascabel Natural National Park,Plan de Manejo del Parque Nacional Naural Complejo Volcánico Doña Juana Cascabel,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Volcanico-.pdf
Colombia,Parque Nacional Natural Amacayacu ,Amacayacu,905cf794-32c5-485c-96f5-b4d2954e5faf,Plan de Manejo 2007,Management Plan for Amacayacu Natural National Park,Plan de Manejo del Parque Nacional Natural Amacayacu ,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PMPNNAMACAYACU.pdf
Colombia,Parque Nacional Natural Catatumbo Bari,Catatumbo - Bari,ac12402b-6105-4e42-87b5-3c892e384383,Plan de Manejo 2018,Management Plan for Catatumbo Bari Natural National Park,Plan de Manejo del Parque Nacional Natural Catatumbo Bari,https://storage.googleapis.com/pnn-web/uploads/2013/12/PlandeManejoPNNCatatumboBari.pdf
Colombia,Parque Nacional Natural Corales de Profundidad,Corales De Profundidad,a8a3ab0f-75ef-4575-9006-15523b6b324b,Plan de Manejo 2016 - 2021,Management Plan for Corales de Profundidad Natural National Park,Plan de Manejo del Parque Nacional Natural Corales de Profundidad,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-CORALES-DE-PROF-2017.pdf
Colombia,Parque Nacional Natural Corales del Rosario y San Bernardo ,Los Corales Del Rosario Y De San Bernardo,ea8e897f-8db1-42f8-a092-65f3582ee84a,Plan de Manejo 2006,Management Plan for Corales del Rosario y San Bernardo Natural National Park,Plan de Manejo del Parque Nacional Natural Corales del Rosario y San Bernardo ,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Corales.pdf
Colombia,Parque Nacional Natural Cordillera de los Picachos,Cordillera De Los Picachos,578dd54c-72d5-49b6-b9c2-436c3b875504,Plan de Manejo 2017,Management Plan for Cordillera de los Picachos Natural National Park,Plan de Manejo del Parque Nacional Natural Cordillera de los Picachos,https://storage.googleapis.com/pnn-web/uploads/2018/04/Plan-de-Manejo-PNN-Cordillera-de-los-Picachos.pdf
Colombia,Parque Nacional Natural Cueva de los Guacharos,Cueva De Los Guacharos,16be2e4b-41b8-4860-aee2-2c96cc3b7442,Plan de Manejo 2005 - 2009,Management Plan for the Cueva de los Guacharos Natural National Park,Plan de Manejo del Parque Nacional Natural Cueva de los Guacharos,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PlandeManejoPNNCuevaLosGuacharos.pdf
Colombia,Parque Nacional Natural El Cocuy,El Cocuy,f4ba95ad-9234-49be-9905-23da5b45df27,Plan de Manejo 2005 - 2009,Management Plan for El Cocuy Natural National Park,Plan de Manejo del Parque Nacional Natural El Cocuy,https://storage.googleapis.com/pnn-web/uploads/2013/12/PlandeManejoPNNElCocuy.pdf
Colombia,Parque Nacional Natural El Tuparro,El Tuparro,5abd2761-a0ef-4b4c-a6e9-b5ab1208f058,Plan de Manejo 2007,Management Plan for El Tuparro Natural National Park,Pland de Manejo del Parque Nacional Natural El Tuparro,https://storage.googleapis.com/pnn-web/uploads/2018/07/PLAN-DE-MANEJO-PNN-EL-TUPARRO-2007.pdf
Colombia,Parque Nacional Natural Farallones de Cali,Los Farallones De Cali,6c85db39-258d-4659-9048-2fe05285f298,Plan de Manejo 2005 - 2009,Management Plan for Farallones de Cali Natural National Park,Plan de Manejo del Parque Nacional Natural Farallones de Cali,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PlandeManejoFarallonesdeCali.pdf
Colombia,Parque Nacional Natural Gorgona,Gorgona,dd9816aa-458c-4e59-bce6-23a2005fa854,Plan de Manejo 2018 - 2023,Management Plan for Gorgona Natural National Park,Plan de Manejo del Parque Nacional Natural Gorgona,https://storage.googleapis.com/pnn-web/uploads/2018/06/PM-PNN-Gorgona-JUNIO-22.pdf
Colombia,Parque Nacional Natural La Paya,La Paya,d6cab5c3-5f78-4fd1-8799-3a5ab4df0247,Plan de Manejo 2007,Management Plan for La Paya Natural National Park,Plan de Manejo del Parque Nacional Natural La Paya,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/LaPaya.pdf
Colombia,Parque Nacional Natural Las Hermosas,Las Hermosas - Gloria Valencia De Castaño,a760a700-4db5-437e-b862-5b49e0e30add,Plan de Manejo 2007,Management Plan for Las Hermosas Natural National Park,Plan de Manejo del Parque Nacional Natural Las Hermosas,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/parqueLasHermosas.pdf
Colombia,Parque Nacional Natural Las Orquídeas,Las Orquideas,9ad1c63f-df26-4560-97a1-4b146b78415e,Plan de Manejo 2005 - 2009,Management Plan for Las Orquídeas Natural National Park,Plan de Manejo del Parque Nacional Natural Las Orquídeas,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PNNORQUIDEAS.pdf
Colombia,Parque Nacional Natural Los Katios ,Los Katios,5893350b-0029-401a-8eab-1706bf97ada2,Plan de Manejo 2005 - 2009,Management Plan for Los Katios Natural National Park,Plan de Manejo del Parque Nacional Natural Los Katios ,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PNNLosKatios.pdf
Colombia,Parque Nacional Natural Los Nevados ,Los Nevados,9776a434-8af6-4a01-9136-72f2ba9bd431,Plan de Manejo 2017 - 2022,Management Plan for Los Nevados Natural National Park,Plan de Manejo del Parque Nacional Natural Los Nevados ,https://storage.googleapis.com/pnn-web/uploads/2013/12/Plan-de-manejo-PNN-Los-Nevados-2017.pdf
Colombia,Parque Nacional Natural Macuira,Macuira,81152d2f-958e-4f17-9fd3-16c1e5a809d7,Plan de Manejo  2007,Management Plan for Macuira Natural National Park,Plan de Manejo del Parque Nacional Natural Macuira,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Macuira.pdf
Colombia,Parque Nacional Natural Munchique,Munchique,e23f8af4-16e6-4a94-92b1-7d4c81ec10f8,Plan de Manejo 2005 - 2009,Management Plan for Munchique Natural National Park,Plan de Manejo del Parque Nacional Natural Munchique,https://storage.googleapis.com/pnn-web/uploads/2013/12/ParquenacionalMunchique.pdf
Colombia,Parque Nacional Natural Nevado del Huila,Nevado Del Huila,33a19679-4773-468d-9743-42c478a6d46d,Plan de Manejo 2007 - 2011,Management Plan for Nevado del Huila Natural National Park,Plan de Manejo del Parque Nacional Natural Nevado del Huila,https://storage.googleapis.com/pnn-web/uploads/2013/12/NevadodelHuila.pdf
Colombia,Parque Nacional Natural Paramillo ,Paramillo,45a58cd9-862b-47db-8cbf-860c54084206,Plan de Manejo 2004 - 2011,Management Plan for Paramillo Natural National Park,Plan de Manejo del Parque Nacional Natural Paramillo ,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Paramillo.pdf
Colombia,Parque Nacional Natural Pisba,Pisba,3613316b-6a4a-4c94-a03a-e56028752c38,Plan de Manejo 2005 - 2009,Management Plan for Pisba Natural National Park,Plan de Manejo del Parque Nacional Natural Pisba,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/pnnPISBA.pdf
Colombia,Parque Nacional Natural Puracé,Purace,a2145b47-2229-4480-b16d-1e3d0ae050d1,Plan de Manejo,Management Plan for Puracé Natural National Park,Plan de Manejo del Parque Nacional Natural Puracé,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/ParquePurace.pdf
Colombia,Parque Nacional Natural Rio Puré,Rio Pure,56265c2a-7c1a-4c88-b038-4ebf89d9e49d,Plan de Manejo 2004   ,Management Plan for Rio Puré Natural National Park,Plan de Manejo del Parque Nacional Natural Rio Puré,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/parqueNaturalPURE.pdf
Colombia,Parque Nacional Natural Sanquianga,Sanquianga,c8ba4ce6-9e4c-4805-96d0-5c39d4edacfd,Plan de Manejo 2018 - 2023,Management Plan for Sanquianga Natural National Park,Plan de Manejo del Parque Nacional Natural Sanquianga,https://storage.googleapis.com/pnn-web/uploads/2018/06/Plan-Manejo-Adopcion-Sanquianga23-Mar-1-2.pdf
Colombia,Parque Nacional Natural Selva de Florencia,Selva De Florencia,6b6b42eb-0ea9-473c-a911-2c5dcbdcc083,Plan de Manejo 2008 - 2012,Management Plan for Selva de Florencia Natural National Park,Plan de Manejo del Parque Nacional Natural Selva de Florencia,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PMPNNSelvadeFlorencia2009.pdf
Colombia,Parque Nacional Natural Serranía de Chiribiquete,Serrania De Chiribiquete,8ee51705-6390-4242-8f3f-26b6b2db4a08,Plan de Manejo 2018-2023,Management Plan for Serranía de Chiribiquete Natural National Park,Plan de Manejo del Parque Nacional Natural Serranía de Chiribiquete,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-SChiribiquete-22ago2018-para-adopcion.pdf
Colombia,Parque Nacional Natural Sierra de la Macarena,Sierra De La Macarena,cef76415-a9e9-4e4e-a623-f8add9547d01,Plan de Manejo 2018 - 2023,Management Plan for Sierra de la Macarena Natural National Park,Plan de Manejo del Parque Nacional Natural Sierra de la Macarena,https://storage.googleapis.com/pnn-web/uploads/2018/07/PM-Macarena-JULIO-9-de-2018-1-1.pdf
Colombia,Parque Nacional Natural Sierra Nevada de Santa Marta,Sierra Nevada De Santa Marta,ab0627d1-b0db-43f3-981c-510bd2f83b5a,Plan de Manejo 2005 - 2009,Management Plan for Sierra Nevada de Santa Marta Natural National Park,Plan de Manejo del Parque Nacional Natural Sierra Nevada de Santa Marta,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/parqueSierraNevadadeSantaMarta.pdf
Colombia,Parque Nacional Natural Sumapaz,Sumapaz,eb71a5d6-f798-4937-9106-7a2370a34e3e,Plan de Manejo ,Management Plan for Sumapaz Natural National Park,Plan de Manejo del Parque Nacional Natural Sumapaz,https://storage.googleapis.com/pnn-web/uploads/2013/12/ParqueNacionalSumapaz.pdf
Colombia,Parque Nacional Natural Tama,Tama,4776ff3c-e99d-4216-b9db-256a9273a8ec,Plan de Manejo 2017 - 2022,Management Plan for Tama Natural National Park,Plan de Manejo del Parque Nacional Natural Tama,https://storage.googleapis.com/pnn-web/uploads/2018/06/PM-PNN-Tamá-Adoptado-Marzo-23-de-2018.pdf
Colombia,Parque Nacional Natural Tayrona,Tayrona,cecec715-8d42-42b3-88e3-30874d3108d0,Plan de Manejo 2005 - 2009,Management Plan for Tayrona Natural National Park,Plan de Manejo del Parque Nacional Natural Tayrona,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PMPNNTayrona.pdf
Colombia,Parque Nacional Natural Utria,Utria,6484f218-ced6-4a91-a256-3789f7675afc,Plan de Manejo 2005 - 2009,Management Plan for Utria Natural National Park,Plan de Manejo del Parque Nacional Natural Utria,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/ParqueUtria.pdf
Colombia,Santuario de Fauna y Flora Guanentá-alto Río Fonce,Guanenta-alto Rio Fonce,5a7886fc-9d91-4c57-beff-61e9b2515223,Plan de Manejo 2018 - 2023,Management Plan for Guanentá-alto Río Fonce Fauna and Flora Sanctuary,Plan de Manejo del Santuario de Fauna y Flora Guanentá-alto Río Fonce,https://storage.googleapis.com/pnn-web/uploads/2018/06/Plan-Manejo-SFF-Guanentá_abril-23_2018.pdf
Colombia,Santuario de Fauna y Flora Iguaque,Iguaque,becde7bb-f992-42d4-862c-937d2d4b06fc,Plan de Manejo 2017-2022,Management Plan for Iguaque Fauna and Flora Sanctuary,Plan de Manejo del Santuario de Fauna y Flora Iguaque,https://storage.googleapis.com/pnn-web/uploads/2018/06/PM-SFF-IGUAQUE-adoptado.pdf
Colombia,Santuario de Fauna y Flora Malpelo ,Malpelo,9c1dc7cc-7803-45e3-af1a-3faab145c5c5,Plan de Manejo 2015 - 2020,Management Plan for Malpelo Fauna and Flora Sanctuary,Plan de Manejo del Santuario de Fauna y Flora Malpelo ,https://storage.googleapis.com/pnn-web/uploads/2013/12/Plan-de-Manejo-SFF-Malpelo_Adoptado_octubre-9_2015.pdf
Colombia,Santuario de Fauna y Flora Otún Quimbaya,Otun Quimbaya,19456961-d08a-4fdf-96da-61ab6a788a57,Plan de Manejo 2018 - 2023,Management Plan for Otún Quimbaya Fauna and Flora Sanctuary,Plan de Manejo del Santuario de Fauna y Flora Otún Quimbaya,https://storage.googleapis.com/pnn-web/uploads/2018/06/PM-Otun-Quimbaya-Abril-18-2018.pdf
Colombia,Santuario de Flora Isla de la Corota,Isla De La Corota,da2d2efb-702e-4cf1-b8fb-6b30e6f6b96d,Plan de Manejo 2005 - 2009,Management Plan for Isla de la Corota Flora Sanctuary,Plan de Manejo del Santuario de Flora Isla de la Corota,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/PMSFFIsladeLaCorota.pdf
Colombia,Santuario de Flora y Fauna Ciénaga Grande de Santa Marta,Cienaga Grande De Santa Marta,54e82c62-e5a9-4b91-8949-b50ba8e57dca,Plan de Manejo,Management Plan for Ciénaga Grande de Santa Marta Flora and Fauna Sanctuary,Plan de Manejo del Santuario de Flora y Fauna Ciénaga Grande de Santa Marta,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Cienaga.pdf
Colombia,Santuario de Flora y Fauna El Cochal El Mono Hernandez,"El Corchal ""el Mono Hernandez""",02d9d1b7-ad91-4ca6-838b-b1d773db566a,Plan de Manejo 2018-2023,Management Plan for El Cochal El Mono Hernandez Flora and Fauna Sanctuary,Plan de Manejo del Santuario de Flora y Fauna El Cochal El Mono Hernandez,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-SFF-El-Corchal-Sep-28-de-2018b.pdf
Colombia,Santuario de Flora y Fauna Los Flamencos,Los Flamencos,bee19205-4794-4655-85dd-b7c3e6211437,Plan de Manejo 2005 - 2009,Management Plan for Los Flamencos Flora and Fauna Sanctuary,Plan de Manejo del Santuario de Flora y Fauna Los Flamencos,http://www.parquesnacionales.gov.co/portal/wp-content/uploads/2013/12/Flamencos.pdf
Colombia,Vía Parque Isla de Salamanca,Isla De Salamanca,1dfc3027-eaa6-47c7-bf66-f512a0c95519,Plan de Manejo 2017 - 2022,Management Plan for Isla de Salamanca Park Way,Plan de Manejo de la Vía Parque Isla de Salamanca,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-VIPIS-2017.pdf
Colombia,Parque Nacional Natural Chingaza,Chingaza,5a6e9d4b-3057-47a0-9c95-c933b371069e,Plan de Manejo 2016   ,Management Plan for Chingaza Natural National Park,Plan de Manejo del Parque Nacional Natural Chingaza,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-Chingaza-2017.pdf
Colombia,Parque Nacional Natural Tatamá,Tatama,24ff0264-2a36-4f5e-8799-d0175e1497d5,Plan de Manejo 2005-2009,Management Plan for Tatamá Natural National Park,Plan de Manejo del Parque Nacional Natural Tatamá,https://storage.googleapis.com/pnn-web/uploads/2013/12/TatamPM2009.pdf
Colombia,Santuario de Flora y Fauna Los Colorados,Los Colorados,d62bf14b-3d09-47dc-94bc-b3d3122b35fe,Plan de Manejo 2018-2023,Management Plan for Los Colorados Flora and Fauna Sanctuary,Plan de Manejo del Santuario de Flora y Fauna Los Colorados,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-SFF-Los-Colorados-2018-2023.pdf
Colombia,Santuario de Fauna y Flora Galeras,Galeras,f20d2b7f-bc5b-4306-aac9-129dc677acac,Plan de Manejo 2015,Management Plan for Galeras Fauna and Flora Sanctuary,Plan de Manejo del Santuario de Flora y Fauna Galeras ,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-SFF-Galeras_Adoptado_junio_6_2015.pdf
Colombia,Parque Nacional Natural Tinigua,Tinigua,80bddd50-ffd2-4c12-bad0-b80bdd09c993,Plan de Manejo 2018-2023,Management Plan for Tinigua Natural National Park,Plan de Manejo del Parque Nacional Natural Tinigua,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM-PNN-Tinigua_2018-2023.pdf
Colombia,Parque Nacional Natural Old Providence McBean Lagoon,Old Providence Mc Bean Lagoon,80e1f27f-df9b-4db0-a8c5-2d28f5d42cf2,Plan de Manejo 2017-2022,Management Plan for Old Providence McBean Lagoon Natural National Park,Plan de Manejo del Parque Nacional Natural Old Providence McBean Lagoon,https://storage.googleapis.com/pnn-web/uploads/2013/12/PM_OldProvidence_Abril_2017.pdf
